year,crop,model,scenario,lag_config,split,mae,rmse,mape,n_features,params_json
2023,Соняшник,elasticnet,lag_only,L1,test,0.0984680796095403,0.0984680796095403,3.3606853109058115,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
2024,Соняшник,elasticnet,lag_only,L1,test,0.07573693453982999,0.07573693453982999,2.695264574371174,17,"{""alpha"": 0.1, ""l1_ratio"": 0.8}"
2019,Соняшник,xgboost,lag_only,L1,validation,0.46883210182189927,0.46883210182189927,14.03688927610477,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2020,Соняшник,xgboost,lag_only,L1,validation,0.7810750484466551,0.7810750484466551,31.880614222312452,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2021,Соняшник,xgboost,lag_only,L1,validation,0.04165472984313956,0.04165472984313956,1.3223723759726846,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2022,Соняшник,xgboost,lag_only,L1,test,0.1841166782379151,0.1841166782379151,6.895755739247757,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2023,Соняшник,xgboost,lag_only,L1,test,0.03963667869567855,0.03963667869567855,1.3527876687944898,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2024,Соняшник,xgboost,lag_only,L1,test,0.18864494323730474,0.18864494323730474,6.713343175704795,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 300, ""subsample"": 0.8}"
2019,Соняшник,lightgbm,lag_only,L1,validation,0.37816009143677976,0.37816009143677976,11.322158426250892,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Соняшник,lightgbm,lag_only,L1,validation,0.8621816998161358,0.8621816998161358,35.191089788413706,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Соняшник,lightgbm,lag_only,L1,validation,0.03320125812156638,0.03320125812156638,1.0540081943354407,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Соняшник,lightgbm,lag_only,L1,test,0.0776348048658102,0.0776348048658102,2.9076705942251015,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Соняшник,lightgbm,lag_only,L1,test,0.1656005321170846,0.1656005321170846,5.651895294098449,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Соняшник,lightgbm,lag_only,L1,test,0.28760231153773486,0.28760231153773486,10.234957705969212,17,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 100, ""num_leaves"": 15, ""subsample"": 0.8}"
2019,Соняшник,elasticnet,in_season,L1,validation,0.06712378075443848,0.06712378075443848,2.0096940345640264,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2020,Соняшник,elasticnet,in_season,L1,validation,0.02219048434091686,0.02219048434091686,0.9057340547313004,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2021,Соняшник,elasticnet,in_season,L1,validation,0.5981499074661558,0.5981499074661558,18.988885951306532,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2022,Соняшник,elasticnet,in_season,L1,test,0.36312867632255585,0.36312867632255585,13.60032495590097,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2023,Соняшник,elasticnet,in_season,L1,test,0.7201624255223664,0.7201624255223664,24.578922372777008,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2024,Соняшник,elasticnet,in_season,L1,test,0.34439279004241685,0.34439279004241685,12.255971175886721,43,"{""alpha"": 0.01, ""l1_ratio"": 0.2}"
2019,Соняшник,xgboost,in_season,L1,validation,0.6192346477508544,0.6192346477508544,18.539959513498633,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2020,Соняшник,xgboost,in_season,L1,validation,0.6757913112640379,0.6757913112640379,27.583318827103586,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2021,Соняшник,xgboost,in_season,L1,validation,0.33811583518981925,0.33811583518981925,10.73383603777204,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2022,Соняшник,xgboost,in_season,L1,test,0.04612358093261726,0.04612358093261726,1.7274749412965265,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2023,Соняшник,xgboost,in_season,L1,test,0.12010353088378922,0.12010353088378922,4.099096617194172,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2024,Соняшник,xgboost,in_season,L1,test,0.1251791095733643,0.1251791095733643,4.454772582682004,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}"
2019,Соняшник,lightgbm,in_season,L1,validation,0.27894774378621356,0.27894774378621356,8.351728855874658,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2020,Соняшник,lightgbm,in_season,L1,validation,0.8142773869250561,0.8142773869250561,33.23581171122677,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2021,Соняшник,lightgbm,in_season,L1,validation,0.2741926079662851,0.2741926079662851,8.704527237024925,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2022,Соняшник,lightgbm,in_season,L1,test,0.037420756821507695,0.037420756821507695,1.401526472715644,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2023,Соняшник,lightgbm,in_season,L1,test,0.0494207029240008,0.0494207029240008,1.6867134103754537,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
2024,Соняшник,lightgbm,in_season,L1,test,0.08317142836812463,0.08317142836812463,2.9598373084741865,43,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.8}"
